User,Average ratings on beaches,Average ratings on parks,Average ratings on malls,Average ratings on beauty & spas,Average ratings on cafes,,,
1770,1.9,1.88,1.33,0.78,4.85,,,
1771,2.22,1.89,1.33,0.78,5,,,
1772,2.2,1.89,1.33,0.78,5,,,
1773,2.22,1.89,1.34,5,5,,,
1774,2.19,2.51,1.34,0.79,5,,,
1775,2.2,2.51,1.34,0.77,5,,,
1776,2.51,2.5,1.35,0.77,0.79,,,
1777,2.53,1.91,1.35,0.77,0.78,,,
1778,2.65,1.91,1.37,0.76,0.78,,,
1779,2.65,1.92,1.38,0.76,0.77,,,
1780,2.65,1.92,1.36,0.76,0.77,,,
1781,2.67,1.93,1.36,0.76,0.82,,,
1782,2.66,2.5,1.37,0.76,0.76,,,
1783,2.65,2.49,1.37,0.76,0.76,,,
1784,2.65,2.54,1.37,0.76,0.75,,,
1785,2.65,2.12,1.38,0.76,0.75,,,
1786,2.65,2.13,1.62,0.76,0.75,,,
1787,2.65,2.12,1.39,0.75,0.74,,,
1788,2.65,2.12,1.39,0.75,0.74,,,
1789,2.66,2.63,1.4,0.75,0.74,,,
1790,2.59,2.64,1.41,0.76,0.74,,,
1791,2.67,2.02,1.42,0.78,0.74,,,
1792,2.67,2.68,1.93,0.79,0.75,,,
1793,2.67,2.67,1.93,0.79,0.78,,,
1794,2.68,2.19,1.42,0.76,0.75,,,
1795,5,2.67,1.42,0.76,0.74,,,
1796,2.7,2.67,1.43,0.76,0.74,,,
1797,2.69,2.67,1.43,0.76,0.74,,,
1798,2.69,2.68,1.43,0.76,0.75,,,
1799,2.7,2.29,1.44,0.76,0.76,,,
1800,5,2.3,1.45,0.77,0.83,,,
1801,2.7,2.31,1.45,0.77,0.83,,,
1802,2.71,2.3,1.45,0.77,0.84,,,
1803,2.7,2.69,1.44,0.77,5,,,
1804,2.7,2.29,1.44,0.76,0.84,,,
1805,2.1,2.32,1.44,0.76,0.84,,,
1806,2.07,2.31,1.44,0.77,0.83,,,
1807,2.07,2.31,1.43,0.78,0.84,,,
1808,2.05,2.69,1.43,0.78,0.84,,,
1809,2.17,2.69,1.41,0.79,0.86,,,
1810,2.2,2.7,1.41,0.8,0.81,,,
1811,5,2.7,1.92,0.82,0.87,,,
1812,2.11,2.71,1.91,0.84,0.87,,,
1813,2.73,2.71,1.9,0.85,0.88,,,
1814,2.73,2.72,1.34,0.87,0.89,,,
1815,2.74,2.72,1.32,0.89,0.9,,,
1816,2.75,2.73,1.87,0.9,0.91,,,
1817,2.75,2.73,1.29,0.91,0.92,,,
1818,2.75,2.74,1.27,0.92,5,,,
1819,2.76,2.74,1.84,0.93,0.94,,,
1820,2.76,2.75,1.83,0.94,0.96,,,
1821,2.77,2.76,1.82,0.95,0.97,,,
1822,2.78,2.76,1.81,0.97,0.98,,,
1823,2.79,2.77,1.79,0.98,0.99,,,
1824,2.79,2.77,1.15,0.99,1.01,,,
1825,2.8,2.78,1.13,1,1.02,,,
1826,2.8,2.78,1.77,1.01,5,,,
1827,2.81,2.79,1.76,1.03,1.05,,,
1828,2.81,2.8,1.76,1.03,5,,,
1829,2.82,2.8,1.05,1.05,1.07,,,
1830,2.83,2.81,1.04,1.06,1.07,,,
1831,5,2.81,1.02,1.07,1.08,,,
1832,5,2.82,1.73,1.08,1.09,,,
1833,2.85,2.82,1.73,1.08,5,,,
1834,5,2.83,1.73,1.08,5,,,
1835,5,2.85,1.73,1.09,5,,,
1836,5,2.84,1.73,1.08,5,,,
1837,5,2.84,1.73,1.08,5,,,
1838,5,2.84,1.73,1.08,5,,,
1839,5,2.84,1.73,1.08,5,,,
1840,5,5,1.73,1.09,5,,,
1841,5,2.85,1.73,1.09,5,,,
1842,5,2.91,1.72,1.1,5,,,
1843,5,2.85,1.72,5,5,,,
1844,5,5,1.71,5,5,,,
1845,5,2.86,1.71,5,5,,,
1846,5,5,1.7,5,5,,,
1847,5,2.92,1.7,1.31,5,,,
1848,5,5,1.7,5,5,,,
1849,5,5,1.7,5,5,,,
1850,5,5,1.69,5,5,,,
1851,5,5,1.69,5,5,,,
1852,5,5,1.69,5,5,,,
1853,5,5,1.69,5,5,,,
1854,5,5,1.69,5,5,,,
1855,5,5,1.69,5,5,,,
1856,5,5,1.69,0.62,5,,,
1857,5,5,1.69,0.61,5,,,
1858,5,2.87,1.7,0.61,5,,,
1859,5,2.88,1.7,0.6,5,,,
1860,5,2.88,1.7,0.6,5,,,
1861,5,5,1.7,0.6,5,,,
1862,5,5,1.7,0.6,5,,,
1863,4.76,5,1.71,0.59,5,,,
1864,4.16,2.88,2.01,0.58,5,,,
1865,4.16,2.89,2.43,0.58,5,,,
1866,4.17,5,2.43,0.57,5,,,
1867,4.19,5,2.43,0.72,5,,,
1868,4.19,5,2.38,0.7,5,,,
1869,4.15,5,1.73,0.69,5,,,
1870,4.15,5,2.44,0.66,5,,,
1871,4.16,4.76,2.44,0.66,4.76,,,
1872,4.96,4.76,2.45,0.63,4.75,,,
1873,4.2,4.22,2.45,0.64,4.76,,,
1874,4.18,4.75,2.69,0.59,4.75,,,
1875,4.79,4.19,2.72,0.58,0.72,,,
1876,4.78,4.22,2.43,0.54,0.72,,,
1877,1.34,4.76,2.89,0.53,0.72,,,
1878,4.78,4.21,2.89,0.52,0.65,,,
1879,4.79,4.19,2.89,0.51,0.65,,,
1880,4.79,4.98,2.89,0.51,0.62,,,
1881,4.79,4.97,2.9,0.51,0.68,,,
1882,4.79,4.98,2.9,0.51,0.57,,,
1883,1.33,4.98,2.91,0.51,0.57,,,
1884,1.32,4.81,2.91,0.5,0.52,,,
1885,1.32,4.8,2.99,0,0.51,,,
1886,1.32,4.8,5,0,0.5,,,
1887,1.32,4.8,5,0,0,,,
1888,1.42,4.81,2.94,0,0,,,
1889,1.33,4.81,5,0,0.5,,,
1890,1.32,5,5,0,0,,,
1891,1.32,5,5,0,0,,,
1892,1.32,1.34,5,0,0,,,
1893,1.32,1.33,5,0,0,,,
1894,1.32,1.33,5,0,0,,,
1895,1.32,1.33,5,0,0,,,
1896,1.33,5,5,0,0,,,
1897,1.33,1.34,5,0,0,,,
1898,1.33,1.35,5,0,0,,,
1899,1.34,1.34,4.27,0,0,,,
1900,1.35,1.33,4.77,0,0,,,
1901,1.35,1.34,1.41,0,0,,,
1902,1.35,1.34,1.41,0,0,,,
1903,1.35,1.34,4.23,0.61,0,,,
1904,1.35,1.34,4.79,0,0,,,
1905,1.35,1.34,4.79,0,0,,,
1906,1.35,1.34,4.24,0,0,,,
1907,1.35,1.34,4.23,0,0,,,
1908,1.35,1.34,4.24,0,0,,,
1909,1.35,1.34,4.23,0,0,,,
1910,1.35,1.35,4.22,0,0,,,
1911,1.36,1.35,4.22,0,0,,,
1912,1.36,1.35,4.22,0.51,0,,,
1913,1.36,1.36,4.21,0.52,0,,,
1914,1.37,1.36,1.42,0.53,0.51,,,
1915,1.38,1.37,4.23,0.55,0.53,,,
1916,1.38,1.37,1.43,0.56,0.54,,,
1917,1.39,1.38,1.43,0.58,0.56,,,
1918,1.4,1.39,1.45,0.59,0.58,,,
1919,1.4,1.39,1.44,0.61,0.59,,,
1920,1.41,1.4,4.17,0.63,0.61,,,
1921,1.41,1.41,1.46,0.65,0.63,,,
1922,1.42,1.42,1.46,0.67,0.65,,,
1923,1.43,1.42,1.47,0.68,0.66,,,
1924,1.43,1.43,4.14,0.7,0.68,,,
1925,1.44,1.43,4.15,0.71,0.7,,,
1926,1.45,1.43,4.13,0.72,0.71,,,
1927,1.38,1.44,4.13,0.73,0.72,,,
1928,1.38,1.44,4.13,0.73,0.72,,,
1929,1.38,1.44,4.13,0.74,0.72,,,
1930,1.38,1.44,4.13,0.73,0.72,,,
1931,1.38,1.44,4.13,0.73,0.72,,,
1932,1.39,1.45,4.13,0.74,0.73,,,
1933,1.38,1.45,4.13,0.74,0.73,,,
1934,1.39,1.45,4.13,0.74,0.73,,,
1935,1.39,1.45,4.13,1.07,0.73,,,
1936,1.39,1.45,4.13,0.75,0.73,,,
1937,1.39,1.45,4.13,0.75,0.73,,,
1938,1.39,1.45,4.13,1.07,0.74,,,
1939,1.39,1.45,4.14,1.07,0.74,,,
1940,1.39,1.45,4.15,0.75,0.74,,,
1941,1.4,1.45,4.15,0.75,0.75,,,
1942,1.39,1.45,4.15,0.76,0.75,,,
1943,1.4,1.45,4.15,0.75,0.75,,,
1944,1.4,1.45,4.14,1.07,0.75,,,
1945,1.4,1.45,4.12,0.77,0.8,,,
1946,1.4,1.45,4.12,0.77,0.8,,,
1947,1.4,1.43,4.12,0.76,0.81,,,
1948,1.41,1.46,4.12,0.77,0.76,,,
1949,1.41,1.46,4.11,0.79,0.82,,,
1950,1.42,1.46,4.11,0.8,0.78,,,
1951,1.42,1.47,4.11,0.8,1.11,,,
1952,1.43,1.47,4.11,0.8,1.12,,,
1953,1.44,1.49,4.11,1.1,1.12,,,
1954,1.5,5,4.11,1.1,1.12,,,
1955,5,5,4.11,1.11,1.12,,,
1956,5,5,4.1,0.85,1.13,,,
1957,5,5,4.11,0.86,1.13,,,
1958,5,5,4.09,0.88,1.14,,,
1959,1.5,5,4.08,0.9,1.15,,,
1960,1.54,5,4.07,0.92,1.16,,,
1961,1.53,5,4.06,0.94,1.17,,,
1962,1.56,1.56,4.05,0.95,1.18,,,
1963,5,1.58,4.04,0.98,1.2,,,
1964,5,1.59,4.03,1.01,1.21,,,
1965,1.61,1.58,4.02,1.01,1.23,,,
1966,1.63,1.58,4.01,0.66,1.24,,,
1967,1.64,1.59,4,0.9,1.26,,,
1968,5,1.59,4,0.91,1.27,,,
1969,1.68,1.6,3.98,0.92,1.28,,,
1970,5,1.6,3.97,0.93,1.3,,,
1971,5,1.61,3.97,0.94,1.31,,,
1972,5,1.62,3.96,0.95,1.33,,,
1973,5,1.63,3.95,0.96,1.34,,,
1974,1.74,5,3.94,0.98,1.36,,,
1975,5,1.64,3.93,0.99,1.37,,,
1976,1.79,1.71,3.92,0.91,1.28,,,
1977,5,1.72,3.92,1.01,1.32,,,
1978,5,1.71,4.58,1.03,1.29,,,
1979,1.84,1.71,4.57,1.04,1.28,,,
1980,5,1.69,3.89,1.06,1.07,,,
1981,5,1.68,3.89,1.08,1.08,,,
1982,5,1.69,4.54,1.09,1.09,,,
1983,5,1.7,3.86,0.59,1.1,,,
1984,5,1.7,3.85,0.58,1.12,,,
1985,5,1.71,3.84,0.57,1.45,,,
1986,1.92,1.73,3.83,0.57,1.15,,,
1987,5,1.74,3.83,0.57,1.16,,,
1988,5,3.23,3.82,0.57,1.17,,,
1989,5,1.76,3.82,0.57,1.18,,,
1990,1.95,3.23,3.82,0.56,1.19,,,
1991,1.95,1.75,4.51,0.55,1.18,,,
1992,1.95,1.75,3.82,0.55,1.18,,,
1993,1.95,1.75,3.82,0.55,1.18,,,
1994,1.95,1.75,3.82,0.55,1.18,,,
1995,1.95,1.75,3.82,0.55,0.6,,,
1996,1.95,1.75,3.83,0.55,0.6,,,
1997,1.95,1.75,4.48,0.54,0.6,,,
1998,1.95,1.76,3.21,0.54,0.59,,,
1999,1.95,1.98,3.21,0.54,0.59,,,
2000,1.95,1.97,3.21,0.53,1.18,,,
2001,1.95,1.97,3.91,0.67,1.18,,,
2002,1.5,1.96,3.21,0.66,0.96,,,
2003,1.49,5,3.21,0.66,5,,,
2004,1.49,5,3.21,0.66,1.49,,,
2005,1.49,5,3.21,0.66,1.49,,,
2006,1.48,1.97,3.21,0.66,1.49,,,
2007,1.96,5,3.92,0.67,1.5,,,
2008,1.49,5,3.21,0.64,5,,,
2009,1.96,1.98,3.21,0.64,5,,,
2010,1.49,1.98,5,0.52,1.61,,,
2011,1.96,1.98,5,0.64,1.61,,,
2012,1.96,5,3.21,0.65,1.61,,,
2013,1.96,1.98,5,0.64,1.49,,,
2014,1.96,5,5,0.68,1.5,,,
2015,1.96,5,5,0.64,1.5,,,
2016,1.96,5,5,0.64,1.5,,,
2017,1.96,5,3.92,0.6,1.63,,,
2018,1.96,5,5,0.52,1.63,,,
2019,1.97,5,5,0.52,1.52,,,
2020,1.98,1.98,5,0.64,5,,,
2021,1.98,1.98,5,0.52,5,,,
2022,1.99,1.99,5,0.58,0.78,,,
2023,1.99,1.99,5,0.59,0.54,,,
2024,2,2,5,0.58,0.54,,,
2025,2.01,2,3.21,0.56,0.73,,,
2026,2.01,2.01,5,0.53,0.74,,,
2027,2.02,2.01,5,0.52,0.71,,,
2028,5,2.02,5,0.52,0.73,,,
2029,5,2.02,3.19,0.53,0.73,,,
2030,5,2.03,3.19,0.52,1.63,,,
2031,5,2.03,3.19,0.52,1.64,,,
2032,5,2.04,3.18,0.52,1.66,,,
2033,1.62,2.04,3.18,0.52,0.74,,,
2034,5,1.67,3.18,0.53,1.69,,,
2035,5,1.68,3.17,0.53,0.74,,,
2036,5,1.7,3.17,0.54,0.71,,,
2037,1.69,1.71,3.16,0.54,0.74,,,
2038,1.71,1.73,3.16,0.55,0.68,,,
2039,1.73,1.75,3.15,0.55,0.69,,,
2040,1.74,1.77,3.15,0.56,0.71,,,
2041,1.76,1.79,3.14,0.56,0.72,,,
2042,1.78,2.12,3.13,0.57,0.74,,,
2043,1.81,2.13,3.13,0.58,0.77,,,
2044,5,2.14,3.12,0.58,0.77,,,
2045,5,5,3.12,0.59,5,,,
2046,5,5,3.11,0.6,5,,,
2047,5,3.27,3.11,0.6,0.85,,,
2048,5,5,3.1,0.61,1.95,,,
2049,2.86,5,3.1,0.61,1.96,,,
2050,2.87,5,3.09,0.62,2.87,,,
2051,2.88,5,3.08,0.63,5,,,
2052,2.9,5,3.08,0.63,2.02,,,
2053,5,5,3.07,0.64,5,,,
2054,5,5,3.07,0.64,2.06,,,
2055,2.93,5,3.06,0.65,2.08,,,
2056,5,5,3.06,0.65,5,,,
2057,5,5,3.05,0.66,5,,,
2058,5,3.28,3.05,0.67,5,,,
2059,5,3.27,3.04,0.68,2.99,,,
2060,3,3.26,3.04,0.68,3.01,,,
2061,3.02,3.27,3.03,0.69,5,,,
2062,5,3.27,3.03,0.69,5,,,
2063,3.05,3.27,3.02,0.7,5,,,
2064,5,3.27,3.02,0.7,5,,,
2065,3.06,3.29,3.02,0.69,5,,,
2066,5,3.29,3.02,0.68,5,,,
2067,5,3.29,3.02,0.68,5,,,
2068,5,3.29,3.02,0.68,5,,,
2069,2.2,3.29,3.02,0.68,5,,,
2070,2.2,5,3.02,0.67,5,,,
2071,5,3.05,3.02,0.67,3.06,,,
2072,5,3.05,3.02,0.67,3.05,,,
2073,5,3.06,3.02,0.67,3.05,,,
2074,5,3.05,3.02,0.66,5,,,
2075,5,3.05,3.02,0.66,0.84,,,
2076,5,5,3.02,0.66,5,,,
2077,5,5,3.02,0.65,5,,,
2078,5,5,3.02,0.65,5,,,
2079,5,5,3.02,0.65,5,,,
2080,5,5,3.02,0.65,0.78,,,
2081,5,5,3.03,0.65,0.79,,,
2082,5,5,3.02,0.66,5,,,
2083,5,5,3.02,0.66,0.81,,,
2084,5,5,3.01,0.66,5,,,
2085,5,5,3.01,0.67,5,,,
2086,5,5,3.01,0.68,4.17,,,
2087,5,5,3,0.72,5,,,
2088,5,5,2.99,0.71,5,,,
2089,5,5,2.98,0.7,5,,,
2090,5,4.03,2.97,0.71,5,,,
2091,5,4.02,2.96,0.72,5,,,
2092,5,4.02,2.96,0.76,5,,,
2093,5,4.01,2.95,0.75,5,,,
2094,5,3.99,2.94,0.75,5,,,
2095,5,4.01,2.93,0.75,5,,,
2096,5,3.99,2.93,0.76,5,,,
2097,5,3.99,2.92,0.77,5,,,
2098,5,5,2.93,0.76,5,,,
2099,5,5,2.93,0.76,0.77,,,
2100,5,5,2.93,0.75,0.77,,,
2101,5,5,2.93,0.75,0.77,,,
2102,5,5,2.93,0.75,0.78,,,
2103,5,5,2.93,0.75,0.78,,,
2104,5,5,2.93,0.75,0.77,,,
2105,5,5,2.93,0.75,0.77,,,
2106,5,5,2.93,0.75,0.76,,,
2107,5,5,2.94,0.75,0.76,,,
2108,5,5,2.94,0.74,0.76,,,
2109,5,5,2.94,0.74,0.76,,,
2110,5,5,2.94,0.74,0.76,,,
2111,5,5,2.94,0.75,0.76,,,
2112,5,5,3.29,0.75,0.77,,,
2113,5,5,2.93,0.76,0.77,,,
2114,5,3.98,2.93,0.76,0.78,,,
2115,5,5,2.92,0.77,0.78,,,
2116,5,5,2.91,0.78,0.79,,,
2117,5,5,2.91,0.78,0.8,,,
2118,5,5,2.9,0.79,0.81,,,
2119,5,5,2.89,0.79,0.82,,,
2120,5,5,2.88,0.79,0.83,,,
2121,5,5,3.28,0.8,0.84,,,
2122,5,5,3.27,0.81,0.85,,,
2123,2.57,5,3.27,0.82,0.84,,,
2124,5,5,3.27,0.82,0.84,,,
2125,5,5,2.83,0.83,0.85,,,
2126,2.61,5,2.83,0.84,0.85,,,
2127,2.62,5,2.83,0.85,0.86,,,
2128,2.63,5,2.82,0.86,0.87,,,
2129,2.63,5,2.8,0.86,0.87,,,
2130,2.63,5,2.81,0.86,0.87,,,
2131,2.63,5,2.81,0.85,0.86,,,
2132,2.63,5,2.81,0.85,0.86,,,
2133,2.63,5,2.81,0.85,0.86,,,
2134,2.63,5,2.81,0.85,0.86,,,
2135,2.63,5,2.81,0.85,0.86,,,
2136,2.63,5,2.8,0.85,0.86,,,
2137,5,5,2.81,0.85,0.86,,,
2138,5,5,2.81,0.85,0.87,,,
2139,5,5,2.81,0.85,0.87,,,
2140,5,5,2.82,0.85,0.86,,,
2141,5,5,2.82,0.85,0.86,,,
2142,5,5,2.82,0.85,0.85,,,
2143,2.63,5,2.82,0.85,0.85,,,
2144,2.62,5,3.26,0.85,0.85,,,
2145,2.63,5,3.27,0.85,0.85,,,
2146,2.63,2.65,3.27,0.85,0.84,,,
2147,2.63,2.64,3.27,0.85,0.84,,,
2148,2.63,5,3.27,0.85,0.84,,,
2149,2.63,5,3.27,0.84,0.84,,,
2150,2.62,5,3.28,0.73,0.84,,,
2151,2.64,2.66,3.28,0.72,0.84,,,
2152,2.64,5,3.28,0.71,0.84,,,
2153,2.66,2.65,3.28,0.71,0.84,,,
2154,2.66,2.64,3.29,0.71,0.84,,,
2155,2.71,2.64,3.29,0.71,0.83,,,
2156,2.85,2.65,3.3,0.71,0.83,,,
2157,2.42,2.64,3.3,0.81,0.72,,,
2158,2.42,2.65,2.18,0.8,0.71,,,
2159,2.42,2.64,2.18,0.79,0.71,,,
2160,2.42,2.65,2.18,0.81,0.72,,,
2161,2.42,2.65,2.18,0.81,0.84,,,
2162,2.42,2.65,2.18,0.81,0.85,,,
2163,2.42,2.65,2.18,0.81,0.73,,,
2164,2.42,2.65,2.18,0.81,0.72,,,
2165,2.42,2.65,2.18,0.81,0.71,,,
2166,2.42,2.64,2.18,0.81,0.71,,,
2167,2.42,2.64,2.18,0.81,0.72,,,
2168,2.42,2.65,2.18,0.8,0.71,,,
2169,2.42,2.64,2.18,0.79,0.71,,,
2170,2.42,2.65,2.18,0.78,0.71,,,
2171,2.42,2.65,2.18,0.79,0.71,,,
2172,2.43,2.66,2.18,0.79,0.72,,,
2173,2.43,2.66,2.17,0.79,0.72,,,
2174,2.44,2.66,3.28,0.74,0.73,,,
2175,2.44,2.66,3.28,0.74,0.73,,,
2176,2.46,2.67,3.27,0.8,0.74,,,
2177,2.46,2.67,2.17,0.77,0.75,,,
2178,2.47,2.67,2.17,0.77,0.76,,,
2179,2.47,2.68,2.16,0.77,0.77,,,
2180,2.48,2.68,2.16,0.78,0.78,,,
2181,2.49,2.69,2.15,0.79,0.79,,,
2182,2.5,2.69,2.15,0.81,0.81,,,
2183,2.51,2.7,2.14,0.89,0.9,,,
2184,2.53,2.71,2.74,0.83,0.91,,,
2185,2.54,2.71,2.74,0.85,0.92,,,
2186,2.55,2.72,3.19,0.93,0.93,,,
2187,2.56,2.72,2.15,0.77,0.94,,,
2188,2.57,2.72,2.15,0.77,0.95,,,
2189,2.57,2.73,2.14,0.76,0.96,,,
2190,2.58,2.73,3.15,0,0.97,,,
2191,2.59,2.74,3.14,0,0.98,,,
2192,2.61,2.74,2.09,0,0.99,,,
2193,2.62,2.75,3.12,0,1.01,,,
2194,2.63,2.75,2.11,0,0.94,,,
2195,2.65,2.76,3.1,0,0.95,,,
2196,2.66,2.76,2.07,0,0.97,,,
2197,2.67,2.77,3.07,0,1.07,,,
2198,2.68,2.77,2.08,0,1.08,,,
2199,2.7,2.78,2.05,0.51,0.52,,,
2200,2.72,2.78,2.04,0.53,0.53,,,
2201,2.81,2.79,2.04,0.54,0.54,,,
2202,2.83,2.79,3.01,0.56,0.55,,,
2203,2.75,2.8,2.05,0.57,0.57,,,
2204,3.2,2.8,2.98,0.58,0.58,,,
2205,3.21,2.81,2.96,0.6,0.59,,,
2206,2.83,2.81,2.95,0.62,0.61,,,
2207,2.84,2.82,2.94,0.63,0.62,,,
2208,3.24,2.82,2.93,0.65,0.64,,,
2209,5,2.83,2.12,0.66,0.65,,,
2210,2.85,2.83,3.45,0.68,0.67,,,
2211,2.86,2.84,2.96,0.69,0.68,,,
2212,2.87,2.84,3.43,0.66,0.7,,,
2213,2.9,2.85,3.41,0.72,0.71,,,
2214,5,2.85,3.4,0.65,0.72,,,
2215,4.06,2.86,2.84,0.65,0.74,,,
2216,5,5,2.19,0.77,0.75,,,
2217,5,2.88,2.16,0.78,0.77,,,
2218,5,2.9,2.14,0.79,0.78,,,
2219,5,2.89,2.83,0.82,0.8,,,
2220,5,5,2.78,0.82,0.81,,,
2221,5,5,2.77,0.84,0.83,,,
2222,5,5,2.75,0.62,0.84,,,
2223,5,5,2.74,0.87,0.85,,,
2224,4.12,5,2.73,0.61,0.87,,,
2225,4.13,5,2.72,0.9,0.88,,,
2226,4.13,5,2.7,0.94,0.9,,,
2227,4.14,5,2.7,0.59,0.91,,,
2228,4.15,5,2.69,0.59,0.92,,,
2229,5,5,2.7,0.93,0.92,,,
2230,5,5,2.71,0.92,0.92,,,
2231,5,5,2.7,0.92,0.92,,,
2232,5,5,2.09,0.93,0.92,,,
2233,5,5,2.7,0.93,0.92,,,
2234,4.15,5,2.7,0.93,0.92,,,
2235,4.16,5,2.69,0.94,0.93,,,
2236,4.16,5,2.68,0.95,0.94,,,
2237,4.17,5,2.68,0.96,0.95,,,
2238,4.17,5,2.66,0.97,0.96,,,
2239,4.18,5,2.65,0.98,0.98,,,
2240,4.19,5,2.64,1,0.99,,,
2241,5,5,2.64,1.01,1,,,
2242,5,5,2.62,0.62,1.01,,,
2243,4.21,5,2.62,0.62,1.02,,,
2244,4.22,5,2.61,0.62,1.03,,,
2245,4.22,5,2.6,0.54,1.04,,,
2246,4.23,5,2.6,0.54,1.05,,,
2247,4.23,5,2.59,0.53,1.06,,,
2248,4.24,5,2.59,0.53,1.07,,,
2249,4.24,5,2.05,1.08,1.08,,,
2250,4.23,5,2.05,0.52,1.07,,,
2251,4.24,5,2.05,0.52,1.07,,,
2252,4.24,5,2.05,0.52,1.07,,,
2253,4.23,5,2.6,0.52,1.07,,,
2254,4.24,5,2.05,0.51,1.07,,,
2255,4.24,5,2.05,0.51,1.07,,,
2256,4.25,5,2.05,0.51,1.07,,,
2257,5,5,2.05,0.5,1.07,,,
2258,5,5,2.06,0.5,0.56,,,
2259,3.26,5,2.01,0,0.55,,,
2260,5,5,2.01,0,1.07,,,
2261,5,5,2.01,0,1.08,,,
2262,3.26,5,2.01,0,1.08,,,
2263,3.26,5,2.01,0,1.07,,,
2264,3.26,5,2.01,0,1.08,,,
2265,3.26,5,2.01,0,1.07,,,
2266,3.26,5,2.01,0,1.08,,,
2267,3.26,5,2.01,0,1.07,,,
2268,3.26,5,2.01,0,1.07,,,
2269,3.26,5,2.01,0,1.07,,,
2270,3.26,5,2.01,0,1.08,,,
2271,3.26,5,2.01,0,1.08,,,
2272,3.27,5,1.96,0,1.07,,,
2273,3.27,5,1.96,0,1.08,,,
2274,3.26,5,1.96,0,1.08,,,
2275,3.27,5,1.98,0,1.08,,,
2276,3.26,5,2.01,0,1.08,,,
2277,3.26,5,2.01,0,1.08,,,
2278,3.26,5,2.01,0,1.08,,,
2279,3.27,5,1.98,0,1.55,,,
2280,3.26,5,2,0,1.56,,,
2281,3.27,5,2,0,1.56,,,
2282,3.27,5,2,0,1.57,,,
2283,3.28,4.26,2,0,5,,,
2284,3.29,4.25,1.96,0,5,,,
2285,3.3,4.25,1.95,0,1.11,,,
2286,5,4.26,1.76,0.63,1.12,,,
2287,5,4.26,1.75,0.64,1.13,,,
2288,5,4.27,1.95,0.65,1.14,,,
2289,5,4.27,1.92,4.27,1.15,,,
2290,5,4.28,1.9,1.63,1.16,,,
2291,5,4.28,1.88,1.94,1.18,,,
2292,3.35,4.29,1.88,4.29,5,,,
2293,5,4.29,1.88,4.29,1.93,,,
2294,5,4.3,1.87,4.3,0.69,,,
2295,5,4.3,1.86,4.3,0.69,,,
2296,5,4.31,1.86,4.31,0.51,,,
2297,5,4.31,1.67,4.32,0.51,,,
2298,5,4.33,1.85,0,0.71,,,
2299,5,5,1.85,0,0.71,,,
2300,5,4.33,1.84,0,0.51,,,
2301,5,4.33,1.84,0,0.51,,,
2302,5,4.34,1.84,0,0.51,,,
2303,5,4.34,1.83,0,0.51,,,
2304,5,4.35,1.83,0,0.51,,,
2305,5,4.36,1.83,0,0.51,,,
2306,5,5,1.83,0,0.51,,,
2307,5,5,1.82,0,0.51,,,
2308,5,5,1.82,0,0.51,,,
2309,5,4.39,1.81,0,0.51,,,
2310,5,4.39,1.81,0,5,,,
2311,5,4.4,1.81,0,4.39,,,
2312,5,4.41,1.81,0,2.38,,,
2313,5,4.42,1.8,0,5,,,
2314,5,5,1.8,0,5,,,
2315,5,5,1.8,0,5,,,
2316,5,5,1.79,0,5,,,
2317,5,5,1.79,0.5,4.43,,,
2318,5,5,1.79,0,5,,,
2319,3.56,5,1.79,0.5,4.44,,,
2320,5,5,1.78,0.5,5,,,
2321,3.57,5,1.78,0.51,5,,,
2322,5,5,1.78,0.51,5,,,
2323,5,5,1.77,0.51,5,,,
2324,5,5,1.77,0.51,5,,,
2325,5,5,1.77,0.51,5,,,
2326,5,5,1.76,0.52,5,,,
2327,5,5,1.76,0.52,5,,,
2328,5,5,1.75,0.53,5,,,
2329,5,5,1.74,0.53,5,,,
2330,5,1.82,1.74,0.54,5,,,
2331,5,1.82,1.73,0.55,5,,,
2332,1.68,5,1.72,0.55,5,,,
2333,1.7,1.8,1.72,0.56,5,,,
2334,5,1.79,1.71,0.57,5,,,
2335,5,5,1.7,0.58,5,,,
2336,5,5,1.69,0.58,5,,,
2337,5,5,1.68,0.59,5,,,
2338,1.8,5,1.67,0.6,5,,,
2339,5,5,1.66,0.61,5,,,
2340,5,5,1.65,0.62,5,,,
2341,1.86,5,1.65,0.63,5,,,
2342,5,5,1.64,0.64,5,,,
2343,5,5,1.63,0.64,5,,,
2344,5,5,1.62,0.65,5,,,
2345,5,5,1.61,0.66,5,,,
2346,5,5,1.6,0.67,5,,,
2347,5,5,1.59,0.68,0.69,,,
2348,5,5,1.57,0.69,0.71,,,
2349,5,5,1.56,0.7,0.72,,,
2350,5,5,1.55,0.72,0.75,,,
2351,5,5,1.54,0.72,0.74,,,
2352,5,5,1.53,0.73,0.75,,,
2353,5,5,1.53,0.73,0.75,,,
2354,5,5,1.53,0.72,0.74,,,
2355,2.89,5,1.56,0.72,0.73,,,
2356,2.89,5,1.55,0.72,0.73,,,
2357,2.89,5,1.55,0.72,0.73,,,
2358,2.89,5,1.56,0.72,0.73,,,
2359,2.89,5,1.55,0.72,0.73,,,
2360,2.89,5,1.55,0.72,0.73,,,
2361,2.89,5,1.55,0.72,0.73,,,
2362,2.89,5,1.54,0.71,0.72,,,
